# Program:featureCounts v1.4.4; Command:"featureCounts" "-a" "chr4.gtf" "-o" "counts.txt" "-t" "exon" "-g" "gene_name" "-T" "16" "trimmed_ctl1.fastq_tophat/accepted_hits.bam" "trimmed_ctl2.fastq_tophat/accepted_hits.bam" "trimmed_ctl3.fastq_tophat/accepted_hits.bam" "trimmed_uvb1.fastq_tophat/accepted_hits.bam" "trimmed_uvb2.fastq_tophat/accepted_hits.bam" "trimmed_uvb3.fastq_tophat/accepted_hits.bam" 
Geneid	Chr	Start	End	Strand	Length	trimmed_ctl1.fastq_tophat/accepted_hits.bam	trimmed_ctl2.fastq_tophat/accepted_hits.bam	trimmed_ctl3.fastq_tophat/accepted_hits.bam	trimmed_uvb1.fastq_tophat/accepted_hits.bam	trimmed_uvb2.fastq_tophat/accepted_hits.bam	trimmed_uvb3.fastq_tophat/accepted_hits.bam
LRPAP1	4;4;4;4;4;4;4;4;4	3506376;3514752;3515882;3517661;3518871;3520072;3524907;3531983;3532209	3513036;3514928;3516198;3518192;3518991;3520229;3525146;3532149;3532559	-;-;-;-;-;-;-;-;-	8724	0	0	0	0	0	0
FKSG51	4	3538044	3538418	+	375	0	0	0	0	0	0
RP11-529E10.7	4;4;4;4;4	3544555;3545095;3546170;3548461;3548675	3544923;3545229;3546348;3548588;3548796	+;+;+;+;+	933	0	0	0	0	0	0
LINC00955	4;4;4;4	3576869;3587875;3588934;3590264	3577123;3588187;3590004;3590711	+;+;+;+	2087	0	0	0	0	0	0
RP3-368B9.2	4;4	3633029;3633728	3633246;3633975	+;+	466	0	0	0	0	0	0
RP3-513G18.2	4;4;4	3673593;3676603;3677171	3673861;3676681;3677855	-;-;-	1033	0	0	0	0	0	0
AC141928.1	4;4	3758748;3760145	3760026;3763390	-;-	4525	0	0	0	0	0	0
ADRA2C	4	3766348	3768526	+	2179	0	0	0	0	0	0
OR7E163P	4	3889356	3890249	-	894	0	0	0	0	0	0
OR7E162P	4	3901566	3902594	-	1029	0	0	0	0	0	0
RP11-718M20.5	4	3910283	3910604	+	322	0	0	0	0	0	0
AC226119.5	4;4;4;4;4;4	3915183;3917821;3921628;3924071;3953111;3955324	3915272;3917901;3921782;3924267;3953173;3955419	-;-;-;-;-;-	682	0	0	0	0	0	0
AC226119.4	4;4;4;4	3915187;3917821;3921624;3924071	3915272;3917901;3921782;3924274	-;-;-;-	530	0	0	0	0	0	0
ALG1L7P	4;4;4;4;4;4;4;4	3935447;3936300;3936607;3937287;3938546;3940195;3941318;3942390	3935559;3936421;3936645;3937346;3938656;3940311;3941393;3942519	+;+;+;+;+;+;+;+	768	0	0	0	0	0	0
FAM86EP	4;4;4;4;4;4;4;4	3941760;3946626;3947144;3949448;3951139;3953111;3954960;3955324	3943372;3946939;3948220;3949592;3951219;3953176;3955043;3955419	-;-;-;-;-;-;-;-	3476	0	0	0	0	0	0
ENPP7P9	4	3967034	3967660	-	627	0	0	0	0	0	0
RP11-489M13.1	4	4076711	4077491	-	781	1	9	7	7	2	6
AC116562.1	4	4084334	4084481	+	148	0	0	0	0	0	0
RP11-489M13.3	4	4086638	4086814	+	177	0	0	0	0	0	0
RP11-489M13.2	4	4117925	4118284	-	360	0	0	0	0	0	0
OR4D12P	4	4126659	4127569	-	911	0	0	0	0	0	0
UNC93B4	4;4;4;4	4143458;4145583;4147521;4150377	4143767;4145700;4147794;4150421	-;-;-;-	747	0	0	0	0	0	0
OR7E99P	4	4156522	4157443	-	922	0	0	0	0	0	0
OR7E43P	4	4174319	4175238	-	920	0	0	0	0	0	0
OTOP1	4;4;4;4;4;4	4188803;4197166;4202448;4206072;4212868;4226462	4188973;4198103;4202578;4206130;4213004;4226889	-;-;-;-;-;-	1864	0	0	0	0	0	0
TMEM128	4;4;4;4;4	4235542;4237827;4240321;4246202;4247601	4236256;4237935;4240479;4246343;4248212	-;-;-;-;-	1737	0	0	0	0	0	0
LYAR	4;4;4;4;4;4;4;4;4;4	4267701;4268530;4273583;4274367;4279447;4279642;4281783;4283621;4286519;4289603	4268023;4268932;4273669;4274769;4279530;4279749;4281897;4283795;4286572;4290169	-;-;-;-;-;-;-;-;-;-	2319	0	0	0	0	0	0
ZBTB49	4;4;4;4;4;4;4;4	4290251;4299927;4301989;4306138;4313041;4315636;4315809;4320640	4290352;4300097;4303091;4306184;4313114;4315718;4315970;4321786	+;+;+;+;+;+;+;+	2889	0	0	0	0	0	0
RP11-265O12.1	4;4;4	4321962;4329846;4333419	4322545;4329913;4334182	+;+;+	1416	0	0	0	0	0	0
D4S234E	4;4;4;4;4;4;4;4;4;4	4348140;4380982;4381875;4385060;4385445;4385857;4387602;4391475;4409573;4417235	4348471;4381073;4381972;4385257;4385555;4387173;4387758;4391591;4409683;4419058	+;+;+;+;+;+;+;+;+;+	4357	0	0	0	0	0	0
STX18	4;4;4;4;4;4;4;4;4;4;4;4	4415742;4418968;4423518;4425161;4434770;4438394;4457191;4459372;4461902;4471639;4541797;4542160	4416163;4420944;4423823;4426613;4434858;4438509;4457500;4459487;4461954;4471706;4542031;4542346	-;-;-;-;-;-;-;-;-;-;-;-	5332	0	0	0	0	0	0
STX18-IT1	4;4;4;4	4476121;4477884;4478667;4481605	4476144;4477997;4478974;4481700	-;-;-;-	542	0	0	0	0	0	0
RPS7P15	4;4	4507078;4507249	4507132;4507777	+;+	584	0	0	0	0	0	0
STX18-AS1	4;4;4;4;4;4;4;4;4	4542131;4544738;4560394;4591074;4637538;4648977;4649373;4705673;4709516	4542625;4545060;4560559;4591175;4637904;4649109;4649542;4708600;4710938	+;+;+;+;+;+;+;+;+	6107	0	0	0	0	0	0
RP11-326I19.2	4	4820405	4821452	+	1048	0	0	0	0	0	0
LINC01396	4;4;4;4	4844437;4846439;4847324;4850707	4844554;4846540;4847509;4850827	+;+;+;+	527	0	0	0	0	0	0
MSX1	4;4;4	4859666;4862428;4862701	4860368;4862608;4863936	+;+;+	2120	0	0	0	0	0	0
LDHAP1	4	4894182	4895173	-	992	0	0	0	0	0	0
RN7SKP113	4	4920770	4921064	-	295	0	0	0	0	0	0
CYTL1	4;4;4;4	5014586;5016836;5017135;5019293	5015234;5016964;5017179;5019472	-;-;-;-	1003	0	0	0	0	0	0
STK32B	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	5051442;5139560;5139905;5140197;5168299;5204079;5214242;5331220;5345328;5398207;5416845;5432286;5435704;5437917;5446673;5456807;5460103;5466703;5468006;5498945	5051915;5139817;5139960;5140306;5168450;5204236;5214297;5331393;5345455;5398244;5416934;5432370;5435933;5438079;5447330;5456923;5460228;5466834;5468070;5500998	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5324	0	0	0	0	0	0
RN7SKP275	4	5458581	5458881	-	301	0	0	0	0	0	0
C4orf6	4;4;4;4;4	5524569;5525156;5526195;5527152;5527388	5524728;5525496;5526333;5527261;5527801	+;+;+;+;+	1164	0	0	0	0	0	0
EVC2	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	5542772;5543046;5562439;5565258;5568444;5574685;5576240;5584623;5615422;5618478;5622537;5625749;5628559;5631793;5640514;5663107;5665515;5681260;5685370;5689157;5691265;5694335;5697593;5708047;5708286;5708829	5542909;5543212;5563115;5565359;5568640;5574772;5576454;5584850;5615544;5618682;5622991;5625908;5628734;5632032;5640838;5663246;5665649;5681313;5685479;5689343;5691333;5694501;5697647;5708140;5708567;5709548	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5509	0	0	0	0	0	0
EVC	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	5711197;5719248;5729307;5731425;5733351;5741716;5745204;5748148;5752675;5753785;5756264;5758081;5783552;5793514;5797022;5798586;5801750;5801950;5804730;5808201;5809518;5810339;5810953	5711554;5719373;5729390;5731657;5733435;5741814;5745341;5748306;5753052;5753933;5756362;5758311;5783764;5793717;5797405;5798792;5801807;5802094;5804841;5808327;5809611;5810450;5814305	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7148	0	0	0	0	0	0
CRMP1	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	5748084;5820764;5825494;5828489;5835915;5836765;5839522;5841308;5843093;5849392;5851408;5856143;5861026;5866668;5887389;5888228;5889625;5892589	5748312;5821851;5826861;5828668;5836085;5836906;5839678;5841428;5843161;5849472;5851469;5856307;5861210;5866756;5887813;5888481;5890191;5893058	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5823	0	0	0	0	0	0
C4orf50	4;4;4;4;4;4;4;4	5897591;5956901;5965024;5967414;5973659;5975899;5980174;5988347	5898188;5959626;5965145;5967462;5973841;5975955;5980338;5989818	-;-;-;-;-;-;-;-	5372	0	0	0	0	0	0
MIR378D1	4	5923275	5923328	-	54	0	0	0	0	0	0
JAKMIP1	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	6026199;6029716;6035904;6040639;6042159;6048857;6049819;6050578;6053757;6054748;6056697;6060424;6062312;6064880;6078939;6080172;6081609;6084846;6085420;6105473;6112722;6150325;6194491;6200253	6026278;6029781;6036107;6040716;6042227;6048922;6049872;6050679;6054148;6054803;6056759;6060507;6062440;6065008;6078998;6080312;6081755;6084965;6085629;6105967;6112997;6150508;6194619;6200591	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3673	0	0	0	0	0	0
RP11-586D19.1	4;4;4;4;4	6200733;6226926;6228017;6232860;6237256	6200939;6227003;6228139;6233936;6238317	+;+;+;+;+	2547	0	0	0	0	0	0
RP11-586D19.2	4;4	6202328;6202795	6202593;6206649	+;+	4121	0	0	0	0	0	0
RP11-1406H17.1	4	6239441	6239937	+	497	0	0	0	0	0	0
WFS1	4;4;4;4;4;4;4;4	6269849;6277451;6287093;6288487;6291197;6291917;6294771;6300657	6270014;6277687;6287277;6289131;6291367;6291997;6295189;6303265	+;+;+;+;+;+;+;+	4513	0	0	0	0	0	0
PPP2R2C	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	6320578;6329262;6333562;6347846;6372523;6375819;6378407;6380033;6380997;6413903;6420946;6471564;6472160;6523443;6535271;6555534;6563560	6323593;6329353;6333731;6348010;6372700;6375931;6378572;6380390;6384826;6414031;6421118;6471686;6472446;6523547;6535377;6555678;6563600	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9198	0	0	0	0	0	0
MAN2B2	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	6575175;6576578;6578393;6586996;6589045;6593173;6594534;6597113;6598198;6600623;6605055;6609107;6609397;6609798;6610880;6611086;6614218;6617380	6575348;6576724;6578498;6587168;6589160;6593350;6594732;6597303;6598354;6600756;6605329;6609298;6609574;6610050;6610990;6611278;6614355;6623362	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8898	0	0	0	0	0	0
MRFAP1	4	6640091	6642745	+	2655	0	0	0	0	0	0
RP11-539L10.3	4;4	6670725;6673684	6670999;6673830	-;-	422	0	0	0	0	0	0
AC093323.3	4;4	6673451;6674993	6674706;6676047	+;+	2311	0	0	0	0	0	0
RP11-539L10.2	4;4;4	6687448;6689309;6690299	6688896;6689459;6690519	-;-;-	1821	0	0	0	0	0	0
AC093323.1	4	6692055	6692462	-	408	0	0	0	0	0	0
S100P	4;4	6693069;6696893	6694070;6697170	+;+	1280	0	0	0	0	0	0
MRFAP1L1	4	6707701	6709880	-	2180	0	0	0	0	0	0
BLOC1S4	4	6716055	6717671	+	1617	0	0	0	0	0	0
KIAA0232	4;4;4;4;4;4;4;4;4;4;4;4	6781375;6782642;6804523;6824185;6842067;6855799;6857164;6858425;6860901;6871574;6876660;6880787	6781828;6782841;6804606;6824684;6842204;6855898;6857230;6858506;6864183;6871682;6876757;6884170	+;+;+;+;+;+;+;+;+;+;+;+	8499	0	0	0	0	0	0
TBC1D14	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	6909242;6909845;6910248;6923373;6954220;6967304;6987162;6987508;6994184;6996325;6999085;7001145;7004844;7006632;7007524;7009877;7010653;7014448;7025004;7030327	6909505;6909951;6910601;6924111;6954338;6967424;6987349;6987564;6994302;6996407;6999202;7001476;7004924;7006726;7007625;7009948;7010781;7014557;7025262;7033118	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6241	0	0	0	0	0	0
AC097382.5	4;4	6995341;6998775	6995747;6998958	+;+	591	0	0	0	0	0	0
RN7SKP292	4	6997012	6997328	+	317	0	0	0	0	0	0
AC097382.1	4	6997526	6997626	+	101	0	0	0	0	0	0
RP11-367J11.2	4;4;4;4	7030554;7035171;7044980;7045659	7034053;7035274;7045102;7046231	-;-;-;-	4300	0	0	0	0	0	0
CCDC96	4	7040849	7042939	-	2091	0	0	0	0	0	0
TADA2B	4;4;4	7041899;7043391;7052824	7042086;7043849;7057952	+;+;+	5776	0	0	0	0	0	0
GRPEL1	4;4;4;4	7058906;7064061;7067440;7067971	7062466;7064341;7067547;7068197	-;-;-;-	4177	0	0	0	0	0	0
FLJ36777	4;4;4;4	7094571;7097323;7098068;7101240	7094743;7097379;7099454;7103385	-;-;-;-	3763	0	0	0	0	0	0
RN7SKP36	4	7112088	7112399	-	312	0	0	0	0	0	0
SORCS2	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	7192538;7381898;7396278;7531530;7638328;7654134;7661500;7664353;7667124;7676050;7682743;7689486;7697198;7703280;7704177;7712733;7714240;7715183;7718012;7723697;7725154;7726780;7728350;7729587;7733322;7734272;7735400;7737066;7740200	7193126;7381992;7396355;7531629;7638492;7654207;7661564;7664471;7667213;7676229;7682889;7689588;7697274;7703371;7704284;7712853;7714373;7715311;7718183;7723883;7725287;7726903;7728462;7729712;7733421;7734374;7735405;7737214;7742836	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6317	0	0	0	0	0	0
MIR4798	4	7310450	7310524	+	75	0	0	0	0	0	0
AC080003.1	4	7324128	7324186	-	59	0	0	0	0	0	0
PSAPL1	4	7432258	7434945	-	2688	0	0	0	0	0	0
MIR4274	4	7460028	7460118	+	91	0	0	0	0	0	0
AFAP1-AS1	4;4	7754090;7772204	7754159;7778928	+;+	6795	0	0	0	0	0	0
AFAP1	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	7758714;7768844;7772820;7774739;7778762;7781376;7786194;7788607;7793681;7798900;7800442;7809439;7816018;7819076;7838524;7842688;7843743;7855466;7861985;7868622;7871952;7939656	7763791;7769008;7773010;7774903;7779187;7781627;7786311;7789020;7793826;7799160;7800653;7809763;7816099;7819171;7838703;7843350;7843837;7855574;7862311;7868719;7872313;7939926	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	10036	0	0	0	0	0	0
AC097381.1	4	7939001	7940296	+	1296	0	0	0	0	0	0
ABLIM2	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	7965310;7983264;7983547;7984839;7992866;8007025;8009050;8010430;8019618;8020201;8027759;8029656;8032648;8036149;8041350;8045164;8054188;8060967;8071769;8077628;8080676;8088169;8097099;8106494;8158680	7967103;7983432;7983554;7984893;7992927;8008200;8009102;8010728;8019677;8020825;8027857;8029776;8032680;8036295;8041436;8045241;8054246;8061054;8071986;8077721;8080802;8088284;8097282;8106637;8158832	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6049	0	0	0	0	0	0
MIR95	4	8005301	8005381	-	81	0	0	0	0	0	0
RP11-338K13.1	4	8022665	8023126	+	462	0	0	0	0	0	0
RP11-1258F18.1	4;4	8066528;8067060	8066721;8067724	+;+	859	0	0	0	0	0	0
GMPSP1	4	8174421	8174999	+	579	0	0	0	0	0	0
SH3TC1	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	8182072;8199298;8201386;8201651;8204783;8205167;8209651;8212701;8214475;8215172;8216111;8216957;8218245;8219335;8222840;8224596;8225015;8226961;8229151;8231142;8232408;8235433;8240698;8241365	8182210;8199405;8201547;8201714;8205053;8206123;8209822;8213226;8214580;8215242;8216257;8217167;8218347;8219530;8222970;8224628;8225216;8228644;8229256;8232156;8233513;8237670;8241103;8241803	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10593	0	0	0	0	0	0
AC104650.1	4	8200662	8200719	+	58	0	0	0	0	0	0
HTRA3	4;4;4;4;4;4;4;4;4;4	8269765;8282437;8286561;8291370;8292321;8294087;8295695;8302463;8304184;8305971	8270353;8282536;8286783;8291564;8292353;8294201;8296474;8302511;8304279;8307111	+;+;+;+;+;+;+;+;+;+	3321	0	0	0	0	0	0
RP11-774O3.2	4;4	8320176;8323719	8320522;8323863	+;+	492	0	0	0	0	0	0
RP11-774O3.1	4;4;4;4	8320279;8321957;8322126;8323719	8320522;8322032;8322243;8323965	+;+;+;+	685	0	0	0	0	0	0
RP11-774O3.3	4	8355090	8358338	-	3249	0	0	0	0	0	0
ACOX3	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	8366282;8370908;8373561;8374068;8374468;8381492;8389173;8389612;8392333;8394620;8394851;8396937;8399556;8405955;8410212;8414292;8414854;8415766;8416378;8428351;8440648	8367080;8370994;8373815;8374167;8375152;8381607;8389286;8389734;8392453;8394742;8394891;8397119;8399652;8406043;8410355;8414381;8414928;8415999;8416535;8428486;8440723	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3846	0	0	0	0	0	0
RNA5SP152	4	8393015	8393124	+	110	0	0	0	0	0	0
TRMT44	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	8436140;8438792;8440805;8446476;8449669;8451960;8452882;8454416;8454742;8463985;8465378;8467914;8470926;8473307;8475772;8493266	8436399;8439301;8441441;8446590;8449888;8452028;8452989;8454570;8454813;8464091;8465561;8468559;8471200;8473644;8479533;8493531	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7724	0	0	0	0	0	0
RP11-689P11.3	4;4	8453410;8454581	8453711;8454942	-;-	664	0	0	0	0	0	0
RP11-689P11.2	4;4;4;4;4	8482270;8506828;8508798;8510262;8511831	8482439;8507507;8509799;8511003;8512610	+;+;+;+;+	3374	0	0	0	0	0	0
GPR78	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	8558725;8560565;8572733;8578325;8579917;8582531;8582791;8587054;8599453;8601123;8601970;8605989;8606737;8607267;8611163;8612027;8614359;8618429;8619262	8558981;8560633;8572849;8579310;8581650;8582644;8583050;8587750;8599485;8601497;8604188;8606185;8606898;8607425;8611269;8612162;8614498;8618528;8619761	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8362	0	0	0	0	0	0
CPZ	4;4;4;4;4;4;4;4;4;4;4;4	8592660;8597415;8599453;8600957;8603976;8605989;8606737;8607267;8612027;8614359;8618092;8619262	8592921;8597596;8599961;8601508;8604188;8606185;8606898;8607425;8612162;8614498;8618528;8619759	+;+;+;+;+;+;+;+;+;+;+;+	3447	0	0	0	0	0	0
RP11-1338A24.1	4;4	8745397;8745930	8745756;8746033	-;-	464	0	0	0	0	0	0
HMX1	4;4;4	8846076;8867048;8871221	8846324;8868345;8871817	-;-;-	2144	0	0	0	0	0	0
RP13-582L3.4	4;4	8858715;8860649	8859097;8860827	-;-	562	0	0	0	0	0	0
RP11-747H12.1	4	8949630	8950559	+	930	0	0	0	0	0	0
UNC93B8	4;4;4	8959628;8961714;8963670	8959901;8961832;8963981	+;+;+	705	0	0	0	0	0	0
RP11-747H12.3	4	8981436	8982360	+	925	0	0	0	0	0	0
RP11-747H12.4	4	8990455	8990806	+	352	0	0	0	0	0	0
RP11-747H12.7	4	9020857	9021161	-	305	0	0	0	0	0	0
AC073648.1	4	9023333	9023480	-	148	0	0	0	0	0	0
RP11-747H12.5	4	9030286	9031066	+	781	0	0	0	0	0	0
SNRPCP16	4	9051842	9052051	-	210	0	0	0	0	0	0
ENPP7P10	4;4;4	9079023;9131465;9140983	9079180;9131613;9141608	+;+;+	933	0	0	0	0	0	0
FAM86KP	4;4;4;4;4;4;4;4	9153296;9155524;9157479;9159155;9160490;9160706;9161803;9165356	9153391;9155586;9157559;9159256;9160623;9160970;9161952;9165451	+;+;+;+;+;+;+;+	987	0	0	0	0	0	0
ALG1L14P	4;4;4;4	9166297;9167421;9168501;9170160	9166428;9167496;9168615;9170270	-;-;-;-	434	0	0	0	0	0	0
AC108519.1	4	9168229	9168294	-	66	0	0	0	0	0	0
FAM90A26	4;4;4;4;4;4;4	9170409;9171532;9172013;9173117;9173790;9174448;9175205	9170522;9171738;9172169;9173295;9173989;9174556;9176730	+;+;+;+;+;+;+	2492	0	0	0	0	0	0
USP17L10	4;4	9210657;9212547	9212274;9212608	+;+	1680	0	0	0	0	0	0
USP17L11	4;4	9215405;9217295	9217022;9217356	+;+	1680	0	0	0	0	0	0
USP17L12	4	9220152	9221744	+	1593	0	0	0	0	0	0
USP17L13	4;4	9224896;9226786	9226513;9226847	+;+	1680	0	0	0	0	0	0
USP17L14P	4	9229641	9231233	+	1593	0	0	0	0	0	0
USP17L15	4;4;4	9234385;9236273;9365019	9236002;9236334;9365080	+;+;+	1742	0	0	0	0	0	0
USP17L16P	4	9239130	9240722	+	1593	0	0	0	0	0	0
USP17L17	4;4	9243879;9245769	9245496;9245830	+;+	1680	0	0	0	0	0	0
USP17L18	4;4	9248630;9250520	9250247;9250581	+;+	1680	0	0	0	0	0	0
USP17L19	4;4	9253378;9255268	9254995;9255329	+;+	1680	0	0	0	0	0	0
USP17L20	4;4	9258124;9260014	9259741;9260075	+;+	1680	0	0	0	0	0	0
USP17L21	4;4	9262872;9264762	9264489;9264823	+;+	1680	0	0	0	0	0	0
USP17L22	4;4	9267619;9269509	9269236;9269570	+;+	1680	0	0	0	0	0	0
USP17L23	4	9272364	9272914	+	551	0	0	0	0	0	0
USP17L24	4;4	9325165;9327055	9326782;9327116	+;+	1680	0	0	0	0	0	0
USP17L25	4;4	9329911;9331801	9331528;9331862	+;+	1680	0	0	0	0	0	0
USP17L26	4;4	9334658;9336548	9336275;9336609	+;+	1680	0	0	0	0	0	0
USP17L5	4	9339403	9340995	+	1593	0	0	0	0	0	0
USP17L27	4	9344148	9345740	+	1593	0	0	0	0	0	0
USP17L28	4	9348893	9350485	+	1593	0	0	0	0	0	0
USP17L29	4	9353638	9355230	+	1593	0	0	0	0	0	0
USP17L9P	4	9358383	9359975	+	1593	0	0	0	0	0	0
USP17L30	4	9363129	9364721	+	1593	0	0	0	0	0	0
USP17L6P	4	9367874	9369070	+	1197	0	0	0	0	0	0
RP11-1396O13.13	4;4;4;4;4	9384017;9385658;9386277;9387149;9388972	9384599;9385740;9386372;9387275;9388983	-;-;-;-;-	901	0	0	0	0	0	0
RP11-1396O13.14	4;4	9399204;9403402	9399261;9403565	+;+	222	0	0	0	0	0	0
RNA5SP153	4	9411178	9411253	-	76	0	0	0	0	0	0
RP11-1396O13.15	4;4	9422313;9429521	9422367;9429702	+;+	237	0	0	0	0	0	0
DEFB131	4;4	9444534;9450360	9444591;9450514	+;+	213	0	0	0	0	0	0
OR7E86P	4	9459255	9460244	+	990	0	0	0	0	0	0
AC097493.1	4	9470968	9471055	+	88	0	0	0	0	0	0
OR7E85P	4	9483718	9484702	+	985	0	0	0	0	0	0
UNC93B7	4;4;4	9493736;9495821;9497755	9494009;9495939;9498066	+;+;+	705	0	0	0	0	0	0
OR7E83P	4	9512905	9513874	+	970	0	0	0	0	0	0
RP11-1396O13.22	4	9521910	9522276	+	367	0	0	0	0	0	0
RP11-1396O13.1	4	9553614	9553985	-	372	0	0	0	0	0	0
MIR548I2	4	9556168	9556316	-	149	0	0	0	0	0	0
RP11-1396O13.2	4	9563171	9563950	+	780	0	0	0	0	0	1
SNRPCP13	4	9583942	9584131	-	190	0	0	0	0	0	0
ENPP7P11	4	9677308	9677934	+	627	0	0	0	0	0	0
FAM86MP	4;4;4;4;4;4;4;4	9692495;9693099;9695044;9696691;9698021;9698221;9699345;9702896	9692530;9693161;9695124;9696792;9698151;9698483;9699494;9702954	+;+;+;+;+;+;+;+	885	0	0	0	0	0	0
ALG1L3P	4;4;4;4;4;4;4;4	9703754;9704884;9705974;9707639;9708904;9709613;9709837;9710699	9703878;9704959;9706091;9707749;9708963;9709651;9709958;9710812	-;-;-;-;-;-;-;-	765	0	0	0	0	0	0
Metazoa_SRP	4;4;4	9711953;56810422;139155153	9712233;56810681;139155444	-;+;+	833	0	0	0	0	0	0
RP11-751L19.1	4;4;4;4	9733370;9735914;9739607;9742268	9733580;9736064;9739691;9742361	+;+;+;+	541	0	0	0	0	0	0
OR7E35P	4	9754898	9755778	+	881	0	0	0	0	0	0
SLC2A9	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	9771153;9779807;9798660;9826224;9834881;9880206;9887567;9890610;9908235;9920385;9941913;9980592;9985668;9995669;9996781;10018975;10021280;10025724;10029018;10034225;10040130;10054833	9771369;9780065;9799241;9826600;9835008;9880539;9887642;9890711;9908345;9920572;9942045;9980737;9985793;9995973;9996941;10019294;10021483;10026006;10029300;10036140;10040388;10054936	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6614	0	0	0	0	0	0
DRD5	4	9781680	9784009	+	2330	0	0	0	0	0	0
RNA5SP154	4	9792751	9792861	-	111	0	0	0	0	0	0
RP13-560N11.1	4;4	9922814;9923776	9922950;9924146	+;+	508	0	0	0	0	0	0
RP11-448G15.1	4;4	10006482;10009478	10006692;10009725	+;+	459	0	0	0	0	0	0
RP11-448G15.3	4;4	10068089;10071246	10069824;10073019	-;-	3510	0	0	0	0	0	0
WDR1	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	10074339;10075689;10077304;10077753;10078891;10081357;10083022;10084424;10087706;10088287;10088664;10091523;10093043;10094683;10095945;10096326;10097710;10098990;10103896;10106429;10108218;10115894;10116651	10075484;10077186;10077448;10077926;10079001;10081444;10083178;10084530;10087940;10088373;10088741;10093034;10093155;10094896;10096174;10096618;10097891;10099139;10103986;10106556;10108395;10116504;10116949	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7827	0	0	0	0	0	0
MIR3138	4	10078611	10078692	-	82	0	0	0	0	0	0
RNA5SP155	4	10115756	10115884	-	129	0	0	0	0	0	0
RP11-480G3.1	4	10143367	10143655	-	289	0	0	0	0	0	0
AC006499.7	4	10167159	10167765	-	607	0	0	0	0	0	0
AC006499.6	4	10199823	10200672	-	850	0	0	0	0	0	0
AC006499.9	4	10238213	10238235	-	23	0	0	0	0	0	0
RAF1P1	4	10254926	10256621	-	1696	0	0	0	0	0	0
AC006499.5	4	10259445	10260138	-	694	0	0	0	0	0	0
AC006499.4	4	10267895	10268231	-	337	0	0	0	0	0	0
AC006499.3	4	10284961	10285708	-	748	0	0	0	0	0	0
AC006499.2	4	10292195	10292708	-	514	0	0	0	0	0	0
AC006499.1	4	10294463	10295579	-	1117	0	0	0	0	0	0
RP11-136I13.1	4;4	10410996;10411401	10411080;10411644	+;+	329	0	0	0	0	0	0
